thickness,TransportTimeAfterHeating,EnforcedTemperatureOfEntireSheet,QuenchingTimeInTool,QuenchingForce,spacing,DefaultToolTemperature,HARDNESS P1,THICKNESS P2
1.478,17.7854,914.7089,2.016,1577037.6164,1.4978,222.5494,392.3333,1.4535
1.487,22.0202,913.8967,3.3989,1685233.3062,1.7011,91.2698,386.3333,1.4629
1.544,11.6958,934.8301,8.6508,586538.6196,1.8186,194.8551,479,1.5127
1.4684,19.7042,946.4123,2.1137,1996679.9934,0.3859,239.2123,415.3333,1.4421
1.4915,10.821,938.3578,9.1688,1836312.5763,0.1784,165.9485,486.3333,1.4508
1.5028,15.2723,918.9818,9.8616,530071.6233,1.406,132.5231,435.3333,1.4788
1.4856,24.6547,906.301,7.6675,1849352.1652,0.7365,289.7707,368,1.459
1.5169,17.3246,940.1701,9.1339,1066316.1244,0.266,113.2495,445,1.4886
1.4996,14.98,915.4484,8.9382,707658.9061,1.5514,245.9363,421.6667,1.474
1.5442,16.533,925.9578,8.3878,1468939.8302,0.7108,285.9785,418.3333,1.5111
1.4881,16.6421,912.5464,3.8296,1026539.1135,1.2968,287.267,393.3333,1.4616
1.4564,16.6011,946.1307,4.1272,1802845.3434,1.1794,154.198,455.6667,1.4326
1.4849,22.9143,945.3473,2.564,1421334.8322,1.6723,221.9617,433,1.4613
1.4604,10.4926,908.1986,5.2487,883053.4699,0.3131,284.4816,436,1.4303
1.4777,18.8033,931.0594,9.4048,1798332.2201,1.4091,224.5347,408,1.4521
1.4527,18.3438,900.45,6.5773,1535472.7169,0.4856,179.6178,391,1.4277
1.4704,12.4034,925.6465,7.4117,1289133.9129,1.8415,277.76,456.6667,1.4417
1.4615,16.0061,916.8001,2.2081,1293372.2487,0.1019,265.1663,406,1.4339
1.4803,17.0553,911.0078,9.3699,678099.0407,0.739,225.6376,390.3333,1.4557
1.5336,20.2005,932.9072,9.6719,596188.9243,1.8313,110.2307,420.3333,1.5068
1.4953,10.2638,916.95,6.1841,1747247.586,1.3955,264.0296,458,1.4635
1.5298,17.0372,935.1599,7.4955,1751093.649,0.7937,177.6293,440.6667,1.5016
1.4947,17.1163,915.2949,4.2066,1742665.3309,0.443,150.6155,409.3333,1.4678
1.4725,15.2957,916.3993,9.6073,1937379.0959,1.9295,290.087,414.3333,1.4443
1.5433,22.9703,940.4633,4.1678,892827.6621,0.1552,131.1913,412.3333,1.5127
1.5088,23.4113,945.8953,5.7117,560744.1182,0.548,269.7889,417.3333,1.4834
1.5233,12.987,933.6007,7.1196,1395486.4165,1.4366,157.4502,475.6667,1.4938
1.4756,20.7703,944.1646,2.8586,1511019.1066,1.8001,241.878,419.3333,1.4518
1.4642,11.9429,926.3264,4.9766,1190321.3975,1.1093,84.8535,475.6667,1.4329
1.4516,19.5086,947.9056,7.5985,1633069.6319,1.9749,276.2251,417,1.4277
1.5007,11.1542,923.3365,5.0229,552503.7454,0.2296,128.326,476.6667,1.4622
1.5481,12.4594,948.8466,8.0331,842659.2456,0.3391,228.4742,478,1.5101
1.5013,18.7331,924.0147,5.8429,1538109.0469,1.2205,220.4666,400.3333,1.4746
1.466,22.3764,927.3206,5.483,602196.927,0.6394,296.9398,390,1.443
1.5302,21.5988,936.2037,4.1456,1139080.9025,1.2038,143.3177,422.3333,1.5046
1.4865,24.9961,919.2529,5.642,1161115.1304,0.4927,224.7595,398.3333,1.4606
1.54,11.6003,944.503,8.4625,1194103.7754,0.4282,204.9775,484,1.502
1.474,23.1014,901.8099,9.4879,1120253.1628,1.9009,86.3809,353.3333,1.4515
1.5199,14.266,934.4688,8.3421,1067354.1226,0.1595,109.8321,468.3333,1.484
1.4553,16.3248,921.2289,5.5907,1311074.9929,0.1082,160.092,424.6667,1.4268
1.5445,11.1391,917.3045,7.0521,749025.573,1.3502,102.9273,471.3333,1.5078
1.5327,11.5224,920.1024,9.772,1596761.2909,1.2816,231.8143,468.3333,1.4997
1.4777,14.8933,940.5011,5.9015,1453560.1468,1.8297,110.3722,467.3333,1.4521
1.5189,19.4048,948.0282,8.9745,1643021.2689,1.9677,90.5649,436.3333,1.4932
1.4968,13.7938,934.6023,8.4445,1556090.7321,1.1989,143.9484,470,1.4661
1.5262,22.3277,924.3389,6.8327,1075376.9558,0.1494,222.1779,395.6667,1.4951
1.5371,16.8147,946.7454,7.4644,608121.0993,1.5343,162.961,455.3333,1.5104
1.4955,24.2043,900.7008,4.2933,1104224.7554,0.5402,250.9404,337,1.4694
1.5242,11.8155,946.0384,6.9592,1287269.7363,0.5196,219.564,482.6667,1.4919
1.4895,12.7291,908.3942,3.3469,1978093.4589,0.2503,105.1511,453,1.4515
1.4923,11.0331,931.3257,2.6862,1634478.9171,1.2213,170.864,484,1.4587
1.4593,18.4699,947.8223,9.1429,961987.7901,0.3696,235.5898,431,1.4336
1.4918,18.1021,932.9519,7.935,1734996.1253,1.5634,151.2743,424.3333,1.4665
1.5357,21.7635,927.6284,7.2864,957419.8821,1.0208,205.8957,408.6667,1.5085
1.4874,11.4186,937.1593,8.4257,1118748.3896,0.2086,281.8797,463,1.4531
1.5236,11.7494,920.975,7.898,1494492.2237,0.2338,272.7143,452.3333,1.4863
1.4896,21.4826,929.6997,5.5356,1637817.9367,0.4557,194.1556,411,1.4635
1.5043,11.2385,918.7273,4.3279,1447908.7471,1.8873,279.3175,450.6667,1.473
1.5319,13.5093,926.9581,4.3995,1290183.7271,1.9173,180.839,465.6667,1.5023
1.4852,21.9303,928.3876,6.2212,1631784.6682,1.1806,265.6043,404.3333,1.4603
1.4686,21.1158,910.5859,3.4677,1003076.3951,0.5343,170.4248,385.3333,1.4453
1.5054,23.6563,946.9877,3.668,1680830.5714,0.1743,147.3104,429,1.4749
1.4602,18.0927,915.0664,5.0888,1929400.6969,1.0493,185.6213,410.6667,1.4355
1.4741,23.0786,934.6533,3.3849,574789.1466,1.733,135.1868,403.3333,1.4508
1.5369,16.4362,932.0917,8.9979,1653259.6794,1.0352,164.0499,443.6667,1.5085
1.5071,16.511,910.8369,6.7214,1245299.6973,1.5607,229.1668,403,1.4788
1.5481,21.6824,910.7224,6.0948,785445.6029,0.8012,224.9775,377,1.5189
1.5368,19.8975,915.5492,3.7103,837311.5997,1.9029,223.2788,402.3333,1.5098
1.4817,22.8524,921.1136,9.3175,1661289.4293,1.2643,169.8558,387.3333,1.457
1.5304,16.8219,927.8185,8.6383,1502038.214,0.5898,147.9647,433.6667,1.5007
1.4673,22.1682,935.9826,2.0241,1070368.9157,0.1877,214.8934,410.6667,1.4411
1.4666,13.5768,914.0499,4.648,1941164.9375,0.898,87.9429,450,1.4382
1.5422,10.6355,901.8004,3.6828,1148756.3212,0.2129,91.2374,468,1.4961
1.4647,10.8005,903.2491,2.2332,1047920.9727,1.2647,234.8484,446.6667,1.4408
1.4759,18.9894,941.9034,4.983,1826994.4101,0.3823,106.3089,427,1.4502
1.4664,15.9517,915.857,3.0719,701528.5061,0.9479,218.3362,412.3333,1.4437
1.4981,18.0123,935.2775,2.5782,1398845.2524,0.6798,187.5045,426.3333,1.4704
1.4974,15.1152,906.3367,2.2803,658332.0627,0.7221,260.9067,386.3333,1.4694
1.5405,13.3921,919.8713,7.7927,1745845.3149,0.8991,83.5552,463.6667,1.5068
1.4909,21.7312,908.1549,8.3108,675839.0403,0.6374,213.2381,371.6667,1.4658
1.4555,13.6012,929.2422,7.6059,598253.0681,0.592,188.1577,458.6667,1.431
1.4735,23.3588,941.6904,6.6463,1246363.6609,1.2168,295.2842,405,1.4489
1.5175,10.8744,946.6626,3.7791,717581.2922,1.9905,218.5868,472,1.4873
1.5273,23.8295,905.8371,7.5522,1272844.2264,1.3252,293.6134,350.6667,1.5016
1.5035,20.496,944.7265,4.9683,895842.6884,0.2999,233.6664,412,1.4762
1.4571,18.4106,921.6688,2.7205,1028031.1148,0.1612,256.9348,394.6667,1.43
1.4621,20.2091,912.2315,7.325,1981948.3663,0.2788,123.6035,397.3333,1.4362
1.4932,22.2198,943.7355,5.8609,1337479.4739,0.3957,298.3016,430,1.4668
1.5117,20.561,904.0823,5.2173,1005665.9519,1.4325,285.1207,373.6667,1.4847
1.4731,20.929,901.6713,4.4895,635045.7628,1.3297,123.3144,369,1.4502
1.5478,11.4316,913.5492,7.8264,702801.7619,1.2266,294.2764,421.3333,1.5153
1.4653,14.619,924.4297,3.5669,891437.0995,0.8965,162.3318,448.6667,1.4421
1.5003,24.8965,940.6094,6.6716,576283.2553,0.423,172.0503,395.6667,1.4743
1.4563,23.3801,936.2209,8.7709,1928864.3292,0.2305,191.0732,400,1.4271
1.4814,12.4376,907.9531,4.8723,1772153.7229,1.6858,109.6859,454.6667,1.4521
1.5315,18.1744,905.9165,8.7803,530393.8207,0.227,125.6086,407,1.499
1.5126,22.49,905.1323,9.9279,1243056.8371,0.7955,155.4623,365.3333,1.4876
1.4824,18.6473,918.2012,8.5545,1857471.2055,0.5709,243.8206,416,1.4538
1.4835,11.6552,925.0175,8.7937,1008711.587,1.9469,139.7284,476,1.4544
1.5415,22.9488,908.4472,7.2223,1872647.5073,1.9068,225.4188,366.3333,1.513
1.4521,12.7074,910.0162,8.2082,1658400.6664,0.4918,100.9886,452,1.4229
1.541,10.458,938.8127,5.4969,1396978.7817,1.0041,86.9274,472,1.5003
1.4591,23.8739,913.9927,5.3404,1281276.7441,0.1076,251.3037,394.3333,1.4329
1.462,11.168,939.447,3.756,874929.4433,1.7998,298.46,454,1.4346
1.4904,10.8725,929.9928,2.7524,1459298.1012,0.9607,166.4799,483.3333,1.4593
1.4611,23.8077,943.5259,8.9185,1941362.3651,1.8433,128.2186,413.3333,1.4378
1.4901,24.5041,947.4929,5.4422,1143237.9923,0.2951,288.1099,431.3333,1.4642
1.4993,20.7372,918.8372,6.6256,1353808.0851,1.849,296.6919,398,1.472
1.544,20.8775,910.8853,9.5782,1844423.4606,1.4187,173.3004,391,1.5153
1.5157,23.9334,930.3219,8.1223,1178245.8629,0.786,201.7746,391.3333,1.4909
1.533,14.3336,946.8843,4.1839,901986.2738,1.542,151.029,478.6667,1.5068
1.4746,20.846,927.9874,4.8806,1610725.8596,0.165,267.3978,409.6667,1.446
1.5309,21.6996,935.3547,6.4052,728398.159,1.0421,243.2724,412,1.5039
1.5158,24.9549,906.5333,7.1836,1477255.7052,1.2612,170.0549,371.6667,1.4896
1.4884,24.0519,930.7466,4.2318,782998.0029,0.4663,219.799,386.6667,1.4622
1.5247,14.3947,923.9709,6.6412,1131883.8973,0.7879,282.9433,437.3333,1.4928
1.5303,10.4067,924.5501,9.7966,964701.1278,0.3768,96.9634,481.6667,1.4873
1.4787,14.2574,934.2022,4.3919,662528.5099,0.401,108.4135,463,1.4502
1.5251,19.6745,903.9269,6.0269,1910469.7728,1.8094,244.8017,385,1.4964
1.5084,19.8999,923.8917,8.7357,651614.5891,1.0906,291.1824,403,1.4824
1.5147,10.1936,900.9525,5.1113,937822.4147,0.1913,245.9945,449.6667,1.4792
1.5159,23.6188,927.2309,9.177,816770.7757,0.2882,281.0549,388.6667,1.4857
1.5322,23.2105,909.741,6.0082,1344569.1922,0.5936,133.6594,368.3333,1.5042
1.4902,20.4244,939.9205,4.6828,1978982.0052,0.438,232.9112,411.3333,1.4629
1.526,22.4089,942.0684,5.8677,1698760.205,1.573,250.4888,415.6667,1.498
1.4615,22.8046,932.1443,3.8815,1368422.8221,0.3199,252.9771,399.3333,1.4372
1.5324,14.3184,901.3634,9.5349,1858714.4589,0.3319,90.9569,428,1.498
1.4812,12.3433,932.2475,5.0548,1920714.466,0.4746,161.4131,476.6667,1.4512
1.5049,23.264,902.5534,8.2241,509018.5957,1.0159,233.4448,345,1.4792
1.5049,20.9743,900.2528,6.0379,850520.3261,1.2503,87.7086,368.3333,1.4801
1.4538,21.2045,943.2793,4.2705,952871.537,1.6233,258.6989,429.6667,1.432
1.481,14.4915,938.1537,3.0161,1243458.3294,0.9274,179.2816,466.6667,1.4554
1.4894,17.412,903.0618,6.9763,865843.7439,1.4224,286.2944,400,1.4622
1.5475,14.507,925.8294,4.4227,1094949.3458,1.3158,229.8272,451,1.516
1.5246,15.6411,926.7664,5.2096,1533587.2606,0.5251,148.8183,446.6667,1.4954
1.4682,21.356,937.217,5.8846,988916.7337,1.7432,176.821,416.3333,1.446
1.4907,14.2743,922.1577,4.1559,1053562.0736,1.162,232.4612,445,1.4652
1.5436,23.5139,925.9846,8.4177,648437.0276,1.531,128.6959,392,1.5179
1.5307,13.4104,903.0264,2.8378,1618611.6272,1.0292,253.4393,426.3333,1.5013
1.4828,14.4394,944.4168,5.0938,1394508.6538,0.3496,197.0792,471.6667,1.4538
1.4608,21.8147,945.0546,9.1117,523081.6269,1.3883,119.6633,415,1.4398
1.5338,14.8,909.1223,5.629,662249.4448,1.0542,221.3656,419,1.5042
1.502,23.3172,945.69,5.3814,1532094.754,1.3119,182.5185,428.3333,1.4759
1.5343,15.8515,937.4719,4.9354,1241171.7245,1.8795,113.7693,459.6667,1.5088
1.5195,20.3956,928.8765,6.4563,1218405.3868,0.1761,152.5986,422,1.4909
1.468,16.8854,908.8589,3.5773,1867930.3675,0.8241,104.2492,403,1.4411
1.4626,10.5715,920.772,8.0828,650392.542,0.4247,188.3911,473.6667,1.4326
1.5234,18.9625,919.6013,2.4241,1923642.2235,1.6821,103.302,402,1.4987
1.4694,11.3938,941.405,3.7223,1924784.8624,1.1829,243.4918,479,1.4408
1.5342,24.5648,918.1488,3.6567,615656.6132,1.8724,109.5448,397,1.5049
1.5062,19.3886,919.1395,9.9457,1363049.5762,0.8427,167.4658,416,1.4805
1.5017,24.6095,909.7866,9.302,1601101.2628,1.9448,237.1513,384.6667,1.4746
1.5435,16.8562,916.7313,8.0242,1856479.1802,1.0575,271.4006,405,1.5107
1.5433,14.239,929.6472,8.2524,1787251.6379,0.28,229.6044,458.3333,1.5055
1.5269,13.6874,908.332,3.0477,1767197.0393,1.0928,154.5807,443.6667,1.4987
1.5094,23.54,925.895,2.2605,1090741.4753,1.4664,294.9413,400.6667,1.4844
1.5416,17.5698,920.4132,6.3795,1254776.4056,0.8843,135.8746,415,1.5146
1.522,18.6036,923.4851,5.6431,1697071.565,0.3597,115.2528,407.3333,1.4915
1.5297,13.1279,945.9918,8.2164,703712.4794,1.757,174.0939,481.6667,1.4997
1.4919,18.669,902.2334,5.9839,1891926.7688,1.6026,104.4596,396,1.4674
1.4755,23.7313,906.0926,7.2621,813440.4058,1.8381,202.5713,371.3333,1.4512
1.5,14.7938,903.7566,6.4515,1193340.3019,1.9598,248.562,412.3333,1.4756
1.502,16.526,927.8343,7.9616,922855.7744,1.6799,183.2654,432.6667,1.4775
1.4548,20.0764,927.6632,3.3569,734643.9287,0.706,167.0997,416.6667,1.4326
1.4672,19.0599,930.4271,6.2516,1098304.8175,0.416,198.9391,405,1.4421
1.5201,19.8125,938.9052,6.9917,1419131.9338,1.0686,130.4211,416.6667,1.4935
1.5463,22.0265,923.4155,5.6961,1016962.6461,0.9659,254.5226,397.3333,1.5199
1.4983,15.7167,945.6758,3.2034,1773747.9888,0.9026,136.2293,466.6667,1.4714
1.4743,23.23,923.6904,3.5162,1557100.3375,1.025,130.1346,389.6667,1.4515
1.461,16.8961,930.5619,4.7681,1125788.9484,0.7766,89.4815,434.3333,1.4346
1.5459,20.0351,917.1001,9.6871,1080639.1045,1.9143,142.0817,410.3333,1.5182
1.5004,14.6794,915.1995,2.4261,1835856.9829,1.5798,261.263,423.6667,1.4736
1.5401,17.7141,937.4502,9.7199,617058.4003,0.8259,156.3464,433,1.514
1.4902,14.0302,902.4095,8.9828,956162.7894,1.5787,255.3476,416.3333,1.4648
1.5167,22.8887,916.4496,2.2241,1468441.7077,0.9759,204.7944,383,1.4922
1.4616,14.1184,906.9044,3.3351,1690766.6302,0.5826,208.813,427.6667,1.4336
1.514,15.1753,920.178,7.629,1799421.1242,1.13,250.3169,431.3333,1.4854
1.5039,15.04,915.4407,9.6952,1426503.9766,0.4819,218.0132,430.6667,1.4727
1.4656,20.0614,940.1143,4.3515,689252.5395,0.7708,143.6164,411,1.443
1.4839,12.2844,907.23,5.8349,1300942.4361,0.6237,295.8093,430.3333,1.4544
1.4934,23.1178,942.4222,2.3317,1649577.4925,0.8507,231.8161,429.3333,1.4681
1.5025,16.8409,909.964,4.4639,829781.7373,0.1247,262.1451,391.3333,1.4707
1.4698,15.3232,940.3196,8.1333,1991547.5077,0.4794,220.1292,456.6667,1.4398
1.4987,10.4808,929.0447,5.5691,1641762.1121,1.3569,209.1411,481,1.4629
1.4566,17.372,932.3483,2.784,1529053.9611,0.605,262.8957,416,1.4303
1.4737,22.7463,920.6505,5.0615,1004566.3689,0.67,231.0556,383.6667,1.4502
1.5209,15.3694,920.3463,2.7017,1617466.0665,0.5521,144.637,439.6667,1.4925
1.5377,13.9435,900.0387,6.4277,691888.1667,0.1457,290.7853,400.3333,1.5029
1.5064,18.7078,922.3599,4.5178,1585053.3173,0.6299,85.2851,404.6667,1.4801
1.5239,19.6625,925.2227,6.7589,1788514.4635,1.1583,111.3105,419,1.4987
1.5387,12.4966,927.7179,8.8615,1208026.4594,1.3388,195.8488,473,1.5094
1.5328,23.1947,940.8629,6.2635,1124140.8417,0.613,253.0312,421.6667,1.5062
1.4536,12.156,942.5659,8.6939,1483995.3618,1.4862,147.7333,484,1.4258
1.4586,17.9784,921.9425,6.895,1661876.7818,0.7289,273.3377,395.6667,1.4313
1.4844,13.9598,936.3559,7.0853,918268.4908,1.9528,246.2144,460.6667,1.4577
1.452,16.4474,921.7917,8.882,1545608.5852,1.3882,155.9368,423.6667,1.4261
1.4525,11.6797,912.0395,6.382,904302.8119,1.9943,245.6897,453,1.4281
1.4674,24.805,919.8023,5.9389,1803724.4115,1.6889,98.522,385.3333,1.4417
1.487,10.1502,948.5236,5.4004,1785950.2923,1.6647,93.673,483.3333,1.4544
1.5313,11.0446,926.6327,4.1262,1595225.4535,0.6497,255.8821,466,1.4964
1.549,18.6204,932.7493,5.3522,536049.9322,1.1316,228.9448,408.6667,1.5215
1.5148,17.5476,940.8139,9.3405,1620136.0865,1.5063,157.7772,443,1.4893
1.4941,23.4334,937.8338,5.5789,570666.9293,0.7981,299.3397,397.3333,1.4681
1.5213,16.3775,904.6414,6.3969,1975976.6254,1.6476,165.8079,404,1.4945
1.4886,13.1452,925.086,4.5958,940869.7796,1.7335,213.035,461.3333,1.4629
1.506,13.7399,916.8047,6.0471,1038595.0544,0.9377,275.3329,436,1.4749
1.4868,20.5451,900.3482,8.6031,764378.2179,1.1466,221.2053,365,1.4616
1.4931,13.9073,906.0517,7.6809,1359946.2829,1.3589,210.8698,431.3333,1.4671
1.4956,23.6336,921.2074,3.9514,1708453.6923,0.8718,197.2453,380.3333,1.4714
1.4843,21.6548,919.1755,7.6891,715264.0607,1.5826,153.7311,394,1.4606
1.4526,16.4859,914.9688,2.9241,1369897.3863,1.065,293.1665,395.3333,1.4281
1.5474,12.1938,901.5859,2.9661,1607318.7502,1.7624,154.6134,451.6667,1.514
1.5069,15.0934,907.1413,5.2795,900474.5205,1.621,187.1929,419.3333,1.4801
1.4589,11.9735,949.0986,2.7765,960443.2483,1.6768,197.8311,484,1.4342
1.4984,15.9869,928.7381,2.6122,1064100.7306,1.2758,102.2837,445,1.4736
1.4826,22.9357,931.6977,6.6998,1863293.3163,1.0451,226.7401,399,1.4577
1.4544,19.4404,926.5014,5.7678,1569647.9592,0.7803,276.8784,415,1.4297
1.504,10.0751,944.085,3.3088,686509.4269,0.9326,193.1782,480.3333,1.4727
1.5002,13.1918,909.0416,8.5708,1435049.8759,0.2098,125.3384,449.3333,1.4671
1.4963,15.7399,902.5045,8.5571,1456927.3056,0.2598,230.272,400.3333,1.4655
1.4992,23.4805,931.7484,7.8566,1804736.3116,0.9503,93.2178,400,1.4733
1.4869,22.3477,913.0478,3.9329,1795318.9567,1.7677,201.8749,378.6667,1.4616
1.54,17.9593,935.9001,2.9618,1986926.8254,0.7606,121.3123,434.6667,1.5124
1.4511,24.0688,908.6183,2.5261,693591.1485,0.4218,118.1277,388.3333,1.4277
1.5288,11.4481,937.2875,3.7276,1233434.9074,0.2228,249.621,473,1.4919
1.499,19.9693,913.3177,9.1614,880000.0833,1.1898,140.7532,402,1.4746
1.4599,10.0596,926.4402,6.2407,1276944.6635,0.4324,209.3368,479.6667,1.4281
1.5326,15.0679,904.386,3.8236,1607487.1898,1.5213,146.1362,421,1.5042
1.4905,15.5694,909.5142,7.5687,656034.1377,1.8619,202.0857,411,1.4661
1.4866,19.1527,936.8076,4.9984,874565.1827,0.8374,275.8455,403,1.4619
1.542,24.7918,919.2715,3.0605,1187546.1979,1.3081,164.7816,395,1.516
1.4609,11.7289,939.9061,2.6235,972454.2843,0.7917,235.9721,475,1.4326
1.4502,24.7597,944.5455,2.888,644310.3713,1.6611,106.5936,404.3333,1.4294
1.4543,18.5311,949.9057,9.5876,1817532.1207,1.0623,143.4475,441.3333,1.4316
1.4771,24.8711,914.889,2.8335,1168719.6143,1.0325,218.3647,407.6667,1.4528
1.4638,21.1631,933.4001,2.8457,814599.0208,1.1926,184.3687,416,1.4417
1.4546,21.553,916.55,7.4495,1815429.4891,1.5997,189.3509,390.6667,1.432
1.4574,15.8974,923.5609,5.0691,1491700.0614,0.6946,153.7007,433,1.4326
1.4998,15.1602,908.9062,3.8942,1414939.4629,0.9174,299.5597,402.6667,1.4697
1.5103,21.1271,902.0035,7.336,1185333.0283,1.6673,88.3818,371.6667,1.486
1.4774,10.105,939.8566,6.4781,885337.9726,1.9333,205.1909,469,1.4473
1.5355,20.7569,924.8882,4.64,1432924.0601,1.5089,94.332,416,1.5091
1.4841,22.8024,948.148,2.0866,1142340.3692,0.4894,249.1872,430.6667,1.4606
1.5107,13.3575,930.6433,4.6324,787933.6325,0.1272,227.514,462,1.4756
1.5027,14.9323,906.4115,3.5599,1437330.8612,0.3747,156.5195,423.3333,1.4749
1.4846,13.8911,925.597,2.1443,1235371.942,0.6203,272.2328,433.3333,1.4564
1.5377,24.3098,912.1408,2.4732,949055.0916,1.6063,223.4335,382,1.512
1.4761,21.5587,948.5486,5.1929,979377.8681,0.516,196.1196,427.6667,1.4525
1.4922,21.8334,922.8047,7.9707,711683.0263,0.9153,112.9079,400,1.4691
1.5267,15.9257,912.2927,8.3628,976939.0986,0.3192,163.3833,419.3333,1.4954
1.5043,21.4583,905.4192,4.5999,1238966.4143,1.4834,115.5467,375.3333,1.4792
1.4545,12.8536,909.3281,4.2124,996497.6749,0.3611,126.4264,449.6667,1.4268
1.5305,12.5276,935.4748,8.8289,1236415.3464,1.7523,267.2974,465.3333,1.4974
1.5079,15.2425,918.6184,5.133,1678532.8788,1.5862,128.9586,440.3333,1.4824
1.4818,13.5834,911.4637,9.0303,1811533.982,0.742,223.872,439.6667,1.4538
1.4696,20.9106,918.3061,3.0328,1035536.5425,1.8839,159.8748,401.6667,1.4469
1.5274,15.7703,911.0543,4.2988,1420097.2302,1.6796,265.3887,409.3333,1.5
1.4605,18.1852,937.663,5.967,528574.2982,1.3361,256.1601,412,1.4359
1.4707,20.3652,922.5761,7.5845,1710486.8584,1.8813,288.7471,405,1.4453
1.5194,19.1737,908.1224,7.3681,1812134.212,0.1343,152.245,402,1.4883
1.5462,23.6916,930.144,6.6356,1078350.2123,0.1399,291.419,392,1.5143
1.519,10.0198,942.7978,3.6859,1453942.9704,1.5673,108.7798,481,1.4844
1.5287,14.4194,922.2165,4.7213,1667814.0132,0.4019,299.1177,431,1.4922
1.4797,23.068,935.6404,5.1288,1297600.3799,0.5574,133.0931,407,1.4561
1.4864,20.5752,924.1627,6.684,597653.7802,0.7566,108.1869,411,1.4619
1.5222,10.8569,905.7083,6.3411,1224929.0246,1.0455,95.4078,469,1.4893
1.5272,14.8748,941.631,2.8778,1252370.5781,0.5389,230.7006,464,1.4948
1.5208,16.1952,931.2868,8.1055,1563661.992,0.4175,174.8332,443.6667,1.4906
1.5465,12.3806,901.4122,2.5125,1911239.8467,1.9577,258.1135,431.3333,1.5146
1.5015,15.9362,925.811,7.6966,1971370.5099,0.8448,209.9405,436.3333,1.474
1.5439,23.7924,937.8017,2.2963,774237.2502,1.6963,140.4953,405.3333,1.5186
1.5321,21.9869,942.8813,7.264,1426902.572,0.586,176.8776,427.3333,1.5055
1.5189,15.4783,930.4969,5.7718,633889.3426,0.7536,189.9777,444.6667,1.4922
1.482,23.391,948.6626,2.0042,1112204.9014,1.0195,103.5439,436,1.458
1.4717,13.1334,931.4053,5.3282,1310356.0303,1.4547,292.5886,451.3333,1.443
1.5022,12.3563,901.3534,2.7452,640564.0588,1.5479,269.4185,410,1.4746
1.4507,17.2403,922.2717,8.0164,1604232.4989,1.86,250.0796,407,1.4271
1.4811,23.5601,903.1508,2.1122,1622354.1999,0.487,161.1695,350,1.4557
1.5083,15.1302,935.754,9.6276,1023517.2052,0.6695,177.9336,459.6667,1.4814
1.4579,10.6767,911.7998,3.6442,1960389.7484,1.2593,112.4431,472,1.4287
1.5181,23.4982,939.1304,3.8131,1474461.3051,1.024,190.8072,408.3333,1.4915
1.4858,24.8456,910.207,3.8857,591909.7128,1.3426,82.0143,380,1.4616
1.5483,20.088,921.5578,7.7807,1866128.8852,1.2932,265.0384,410,1.5199
1.5378,24.5793,928.7959,7.7412,1198077.5536,1.9183,186.9245,386.3333,1.5114
1.5485,10.9401,943.8349,9.8879,1213174.7569,1.7838,213.3017,478,1.5169
1.4658,13.0513,949.5495,2.3085,934995.905,1.7392,91.566,484,1.4395
1.5346,22.6707,910.3754,7.9818,828191.8492,1.7052,203.1875,370.6667,1.5072
1.4514,24.8195,916.0108,8.3346,1237313.5861,1.6419,227.2454,383.6667,1.4294
1.4785,20.649,917.6008,3.2914,876922.7373,0.6985,211.6127,398.3333,1.4548
1.4816,18.2902,928.7109,9.1913,1276299.6564,0.7759,229.2749,410,1.4567
1.509,23.6686,943.0826,3.2978,1571943.6346,1.5499,100.0435,422.3333,1.4854
1.5299,21.3614,925.4364,2.0561,959867.8736,1.1564,252.0903,413,1.5055
1.4718,21.3939,907.0488,6.1964,1475476.6213,1.7373,156.9986,377.3333,1.4489
1.4623,21.189,938.5567,5.6543,820186.3614,1.1727,207.5885,423.6667,1.4391
1.5078,22.1847,911.5491,4.1912,1677030.2818,1.3825,99.7068,381.6667,1.4834
1.529,18.4413,919.1048,3.407,1478988.602,0.6871,160.3745,401,1.5003
1.5251,14.188,933.4502,2.5054,1045979.8047,0.8812,122.3327,467.6667,1.4951
1.5423,19.3271,925.7358,8.2977,769630.0346,0.7164,277.148,413,1.512
1.5332,21.8103,923.7645,3.4321,1795847.9061,1.5463,125.063,406.6667,1.5081
1.5249,13.5277,934.3529,9.2134,942405.956,0.5238,280.1798,456.6667,1.4919
1.5449,20.0501,924.7699,2.7288,1463402.803,1.8438,266.7566,413,1.5166
1.5293,14.8168,921.4523,2.7601,1774822.2915,0.5644,92.7672,450,1.5007
1.4979,20.7786,944.447,6.9273,1789507.273,1.9675,118.5719,416.6667,1.4749
1.4668,23.6892,927.0949,7.6588,1554111.5185,0.464,83.5214,391,1.4404
1.4977,19.6292,931.8555,4.3655,871281.7315,0.2059,251.8313,396.6667,1.4691
1.4532,20.966,941.0223,9.3749,1204034.9286,1.4491,262.6232,427,1.4307
1.512,15.4151,901.1001,3.8757,1305943.5772,1.6592,257.9325,398,1.4834
1.4739,12.4681,930.4487,8.3545,1534728.8524,1.5282,260.104,464.3333,1.4443
1.5011,23.7722,912.8929,9.5344,1278741.6601,1.0666,181.973,382,1.4753
1.4738,10.3754,933.633,9.683,1881530.3659,0.255,184.603,484.3333,1.4355
1.4989,20.1724,907.6547,5.2738,1439687.1913,0.1226,227.7877,387,1.4697
